"Format","AIM CSV File"
"Venue","Daytona"
"Vehicle","Porsche 997"
"User","AIM driver"
"Data Source","AIM Data Logger"
"Comment",""
"Date","02/19/07"
"Time","10:45:50"
"Sample Rate","10"
"Duration","125.721"
"Segment","Lap 4 - 2:05.721"

"Time","Distance","SPEEDFL","SPEEDFR","SPEEDRL","SPEEDRR","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","SPEEDFL","SPEEDFR","SPEEDRL","SPEEDRR","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","km/h","km/h","km/h","km/h","km/h","#","g","g","deg","deg","deg/s","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14",

0.000,0.000,148.126007,150.732010,155.149994,153.447998,150.511002,8.000000,-0.710251,0.241724,-0.263355,44.673126,-9.532049,29.184983425063,-81.071328124933,10.29
0.100,0.004,151.089996,152.205994,154.626007,154.568008,151.411011,8.000000,-0.722093,0.257083,-0.258829,43.703911,-9.646641,29.185011261504,-81.071297691218,10.27
0.200,0.008,150.968002,153.184006,155.358002,155.132004,152.389999,8.000000,-0.732691,0.265566,-0.253099,42.729885,-9.761232,29.185039592874,-81.071267682063,10.25
0.300,0.013,151.980011,153.774002,156.148010,155.673996,153.311005,8.000000,-0.739868,0.267542,-0.238317,41.755856,-9.803402,29.185068178573,-81.071238444260,10.24
0.400,0.017,153.489990,154.832001,157.373993,157.132004,154.289993,7.210000,-0.738689,0.263648,-0.216602,40.781826,-9.753899,29.185097475752,-81.071209655871,10.24
0.500,0.021,154.316010,155.806000,158.031998,158.158005,155.211014,7.000000,-0.725432,0.255025,-0.193683,39.816853,-9.540299,29.185127659694,-81.071180936659,10.23
0.600,0.026,154.993332,156.316010,158.661011,158.516006,156.111008,7.790000,-0.698926,0.244458,-0.170765,38.872387,-9.143354,29.185158553844,-81.071152458440,10.23
0.700,0.030,155.660004,156.716003,159.531998,159.148010,156.932007,8.000000,-0.657526,0.232617,-0.152373,37.978004,-8.581168,29.185189897590,-81.071124446490,10.23
0.800,0.034,156.716003,157.658005,160.190002,159.673996,157.653000,8.000000,-0.599822,0.220004,-0.135184,37.149963,-7.822342,29.185221368520,-81.071097203817,10.23
0.900,0.039,157.432007,158.574005,160.471008,160.442001,158.352997,8.000000,-0.519507,0.204740,-0.122522,36.408783,-6.766725,29.185253384432,-81.071070356794,10.23
1.000,0.043,158.316010,159.016006,160.487000,160.636993,158.973999,8.000000,-0.414973,0.182262,-0.111063,35.804543,-5.390252,29.185286120305,-81.071043478864,10.23
1.100,0.048,159.473999,159.173996,160.757996,160.673996,159.574005,8.000000,-0.293270,0.149484,-0.099604,35.340218,-3.783449,29.185319332269,-81.071016665291,10.23
1.200,0.052,160.113007,159.141998,161.473999,161.037003,160.095001,8.000000,-0.161810,0.103355,-0.088144,35.040562,-2.060909,29.185352687843,-81.070990062914,10.22
1.300,0.057,159.958008,159.261002,160.578003,160.304001,160.358002,8.000000,-0.029113,0.041694,-0.076685,34.912796,-0.301011,29.185385752037,-81.070963861549,10.22
1.400,0.061,160.373993,159.726013,160.232010,159.658005,160.716003,8.000000,0.091367,-0.038418,-0.060700,34.965961,1.282644,29.185418833860,-81.070937622351,10.23
1.500,0.065,160.026016,159.068008,159.726013,159.283997,160.404999,8.000000,0.182956,-0.137649,-0.038985,35.184376,2.492272,29.185452148674,-81.070911014077,10.23
1.600,0.070,158.535995,155.694000,158.320007,157.835999,159.826004,8.000000,0.239525,-0.248447,-0.016066,35.499844,3.253160,29.185485422140,-81.070884187822,10.24
1.700,0.074,156.162003,154.810013,155.146011,154.878006,158.831009,8.000000,0.259397,-0.365281,0.006852,35.850266,3.501366,29.185518308870,-81.070857377425,10.25
1.800,0.079,153.520004,152.546005,152.694000,152.352005,157.335999,8.000000,0.244821,-0.483186,0.029770,36.205498,3.294872,29.185550341820,-81.070830914876,10.26
1.900,0.083,150.977997,150.020004,150.835999,150.477997,155.262009,8.000000,0.199489,-0.594545,0.057215,36.515469,2.671035,29.185581817874,-81.070804570862,10.28
2.000,0.087,147.904007,147.904007,147.820007,147.888000,152.904007,8.000000,0.135782,-0.692081,0.085863,36.740986,1.797618,29.185613120190,-81.070778170103,10.30
2.100,0.091,144.039993,144.835999,144.404007,144.656006,150.188004,8.000000,0.068359,-0.773818,0.109984,36.874828,0.862780,29.185644044159,-81.070751953240,10.32
2.200,0.095,141.714005,141.798004,140.962006,140.714005,147.151001,8.000000,0.004831,-0.841132,0.132903,36.916996,-0.022554,29.185674326468,-81.070726211639,10.34
2.300,0.099,138.404007,137.988007,137.778000,137.646011,144.130005,8.000000,-0.049571,-0.893921,0.151295,36.876549,-0.802922,29.185703595798,-81.070701338005,10.36
2.400,0.103,134.082001,134.223999,134.082001,134.046005,140.972000,8.000000,-0.091258,-0.934066,0.168483,36.764935,-1.414383,29.185732168661,-81.070677163219,10.38
2.500,0.107,129.870010,131.518005,129.020004,129.894012,137.614014,8.000000,-0.120065,-0.964619,0.176619,36.593620,-1.842497,29.185760462263,-81.070653350198,10.39
2.600,0.111,127.258003,127.893997,126.346001,127.751999,134.214005,8.000000,-0.139650,-0.987761,0.177823,36.383118,-2.159687,29.185788302922,-81.070630071910,10.40
2.700,0.115,122.712006,124.634003,123.568001,125.045998,130.656006,8.000000,-0.152460,-1.003891,0.173296,36.156342,-2.403308,29.185815460008,-81.070607539982,10.42
2.800,0.118,116.046005,121.068001,119.975998,120.881996,127.135002,8.000000,-0.158897,-1.011501,0.167567,35.909050,-2.578175,29.185841593638,-81.070586057585,10.43
2.900,0.122,116.781998,117.629997,116.052002,117.045998,123.477005,8.000000,-0.158457,-1.007167,0.157311,35.647896,-2.648076,29.185866977286,-81.070565422756,10.44
3.000,0.125,110.778000,113.820000,113.078003,113.687996,119.935005,8.000000,-0.151007,-0.987066,0.145852,35.384338,-2.603385,29.185892016719,-81.070545253789,10.45
3.100,0.128,110.029999,110.408005,109.624001,110.082001,116.356003,8.000000,-0.138057,-0.953415,0.134392,35.129829,-2.425997,29.185916569911,-81.070525652022,10.46
3.200,0.131,107.162003,107.078003,106.129997,106.439995,112.993004,8.000000,-0.120008,-0.907522,0.122933,34.895836,-2.147311,29.185940451377,-81.070506748089,10.46
3.300,0.134,104.019997,104.178001,105.183998,105.167999,109.930000,8.000000,-0.098371,-0.851533,0.106948,34.693806,-1.795056,29.185963391289,-81.070488740565,10.47
3.400,0.137,102.074005,101.548004,103.826004,103.809998,106.930000,8.000000,-0.075561,-0.790012,0.094285,34.535213,-1.410258,29.185985666586,-81.070471389305,10.47
3.500,0.140,100.304001,100.652000,101.040001,101.298004,104.246002,8.000000,-0.053121,-0.730072,0.082826,34.422455,-1.002541,29.186007676541,-81.070454320561,10.48
3.600,0.143,98.751999,98.652000,98.526001,98.568001,101.804001,8.000000,-0.032325,-0.677346,0.071367,34.337429,-0.626222,29.186029313583,-81.070437598797,10.48
3.700,0.146,96.152000,96.052002,96.477997,96.736000,99.641006,8.000000,-0.012434,-0.635423,0.059908,34.293427,-0.241424,29.186050426711,-81.070421321325,10.48
3.800,0.148,94.461998,94.510002,94.419998,94.278000,97.461998,8.000000,0.007826,-0.606482,0.048449,34.286205,0.148187,29.186070793169,-81.070405635003,10.48
3.900,0.151,92.236000,91.377998,92.709999,92.293999,95.578003,8.000000,0.030235,-0.592939,0.041516,34.322418,0.610221,29.186090642612,-81.070390334777,10.49
